4295086253 37910 0 20441941
4295086305 117761 0 68733263
4295086356 29715 0 8000000
4295086407 0 0 0
4295086458 0 0 0
4295086509 0 0 0
4295086560 0 0 0
4295086612 0 0 0
4295086663 0 0 0
4295086714 0 0 0
4295086765 0 0 0
4295086816 0 0 0
4295086867 0 0 0
4295086918 0 0 0
4295086969 0 0 0
4295087020 0 0 0
4295087071 0 0 0
4295087122 0 0 0
4295087173 0 0 0
4295087224 0 0 0
4295087275 37292 0 23946170
4295087327 80451 0 61093602
4295087378 30737 0 18974781
4295087429 0 0 0
4295087481 0 0 0
4295087532 0 0 0
4295087583 0 0 0
4295087634 0 0 0
4295087685 0 0 0
4295087736 0 0 0
4295087787 0 0 0
4295087838 0 0 0
4295087889 0 0 0
4295087940 0 0 0
4295087991 0 0 0
4295088042 0 0 0
4295088093 0 0 0
4295088144 0 0 0
4295088195 0 0 0
4295088247 10518 0 10940066
4295088298 25764 0 12975492
4295088351 78859 0 58825046
4295088402 5799 0 3000000
4295088453 0 0 0
4295088504 0 0 0
4295088555 0 0 0
4295088606 0 0 0
4295088657 0 0 0
4295088708 0 0 0
4295088759 0 0 0
4295088810 0 0 0
4295088861 0 0 0
4295088912 0 0 0
4295088963 0 0 0
4295089014 0 0 0
4295089065 0 0 0
4295089116 0 0 0
4295089168 0 0 0
4295089219 0 0 0
4295089270 20220 0 8943083
4295089328 10110 0 5987620
4295089379 70770 0 43633492
4295089430 0 0 0
4295089481 0 0 0
4295089532 0 0 0
4295089583 0 0 0
4295089637 0 0 0
4295089688 0 0 0
4295089739 0 0 0
4295089790 0 0 0
4295089841 0 0 0
4295089892 0 0 0
4295089943 0 0 0
4295089994 0 0 0
4295090045 0 0 0
4295090096 0 0 0
4295090147 0 0 0
4295090198 0 0 0
4295090249 0 0 0
4295090300 24600 0 11932023
4295090352 15221 0 12992437
4295090403 42179 0 32926443
4295090454 0 0 0
4295090505 0 0 0
4295090556 0 0 0
4295090607 0 0 0
4295090658 0 0 0
4295090709 0 0 0
4295090760 0 0 0
4295090811 0 0 0
4295090862 0 0 0
4295090913 0 0 0
4295090964 0 0 0
4295091015 0 0 0
4295091066 0 0 0
4295091117 0 0 0
4295091168 0 0 0
4295091219 0 0 0
4295091270 10314 0 7000000
4295091321 10314 0 4991086
4295091373 37675 0 28971496
4295091424 10457 0 6989598
4295091475 0 0 0
4295091526 0 0 0
4295091577 0 0 0
4295091628 0 0 0
4295091680 0 0 0
4295091731 0 0 0
4295091782 0 0 0
4295091833 0 0 0
4295091884 0 0 0
4295091935 0 0 0
4295091986 0 0 0
4295092047 0 0 0
4295092098 0 0 0
4295092150 0 0 0
4295092201 0 0 0
4295092252 0 0 0
4295092303 16842 0 10980173
4295092354 0 0 0
4295092405 39298 0 26915476
4295092456 0 0 0
4295092507 0 0 0
4295092558 0 0 0
4295092609 0 0 0
4295092660 0 0 0
4295092711 0 0 0
4295092762 0 0 0
4295092813 0 0 0
4295092864 0 0 0
4295092915 0 0 0
4295092966 0 0 0
4295093017 0 0 0
4295093068 0 0 0
4295093119 0 0 0
4295093170 0 0 0
4295093221 0 0 0
4295093272 6945 0 7000000
4295093323 6945 0 4986737
4295093376 12599 0 8988868
4295093427 19811 0 43456844
4295093478 0 0 0
4295093529 0 0 0
4295093580 0 0 0
4295093631 0 0 0
4295093682 0 0 0
4295093733 0 0 0
4295093784 0 0 0
4295093835 0 0 0
4295093886 0 0 0
4295093937 0 0 0
4295093988 0 0 0
4295094039 0 0 0
4295094090 0 0 0
4295094141 0 0 0
4295094192 0 0 0
4295094243 0 0 0
4295094294 9370 0 29845373
4295094345 1874 0 4991882
4295094396 14810 0 55637282
4295094447 11426 0 44918702
4295094498 0 0 0
4295094549 0 0 0
4295094600 0 0 0
4295094651 0 0 0
4295094702 0 0 0
