4294783753 30816 0 55235449
4294783804 15485 0 35862447
4294783855 10973 0 26976168
4294783906 0 0 0
4294783957 0 0 0
4294784008 0 0 0
4294784059 0 0 0
4294784110 0 0 0
4294784161 0 0 0
4294784212 0 0 0
4294784263 0 0 0
4294784314 0 0 0
4294784365 0 0 0
4294784416 0 0 0
4294784467 0 0 0
4294784518 0 0 0
4294784569 0 0 0
4294784620 0 0 0
4294784671 0 0 0
4294784722 0 0 0
4294784773 9417 0 28605976
4294784824 0 0 0
4294784875 9932 0 32658864
4294784926 14877 0 47977391
4294784977 12722 0 35000000
4294785028 0 0 0
4294785083 0 0 0
4294785134 0 0 0
4294785185 0 0 0
4294785236 0 0 0
4294785288 0 0 0
4294785339 0 0 0
4294785390 0 0 0
4294785441 0 0 0
4294785492 0 0 0
4294785543 0 0 0
4294785594 0 0 0
4294785645 0 0 0
4294785696 0 0 0
4294785747 0 0 0
4294785798 5921 0 19946348
4294785849 3152 0 6795853
4294785900 0 0 0
4294785951 0 0 0
4294786002 9637 0 25823130
4294786053 15313 0 40815359
4294786104 5929 0 16863332
4294786155 0 0 0
4294786206 0 0 0
4294786260 0 0 0
4294786311 0 0 0
4294786362 0 0 0
4294786413 0 0 0
4294786474 0 0 0
4294786525 0 0 0
4294786576 0 0 0
4294786627 0 0 0
4294786678 0 0 0
4294786729 0 0 0
4294786780 0 0 0
4294786831 4134 0 13948102
4294786882 4601 0 15305270
4294786933 0 0 0
4294786984 0 0 0
4294787035 0 0 0
4294787094 5264 0 13967219
4294787145 14951 0 41819961
4294787196 5274 0 14000000
4294787247 0 0 0
4294787298 0 0 0
4294787349 0 0 0
4294787400 0 0 0
4294787451 0 0 0
4294787502 0 0 0
4294787553 0 0 0
4294787604 0 0 0
4294787655 0 0 0
4294787706 0 0 0
4294787757 0 0 0
4294787808 0 0 0
4294787859 3562 0 6867012
4294787910 4880 0 11861888
4294787961 0 0 0
4294788012 0 0 0
4294788063 0 0 0
4294788114 0 0 0
4294788183 65 0 0
4294788234 15460 0 45915326
4294788285 5769 0 16000000
4294788336 0 0 0
4294788387 0 0 0
4294788438 0 0 0
4294788489 0 0 0
4294788540 0 0 0
4294788602 0 0 0
4294788653 0 0 0
4294788704 0 0 0
4294788755 0 0 0
4294788806 0 0 0
4294788857 0 0 0
4294788908 7976 0 17801205
4294788959 116 0 0
4294789010 0 0 0
4294789061 0 0 0
4294789112 0 0 0
4294789163 0 0 0
4294789214 0 0 0
4294789265 3503 0 12000000
4294789316 14071 0 44843831
4294789367 0 0 0
4294789418 0 0 0
4294789469 0 0 0
4294789520 0 0 0
4294789571 0 0 0
4294789622 0 0 0
4294789674 0 0 0
4294789725 0 0 0
4294789776 0 0 0
4294789827 0 0 0
4294789886 0 0 0
4294789937 6685 0 18000000
4294789988 1082 0 3000000
4294790039 0 0 0
